Ticker,Security_Name,GICS_Sector,Bid_Ask_Spread_Bps,Commission_Bps,Market_Impact_Bps_Per_1M,Avg_Daily_Volume_M,Avg_Daily_Dollar_Volume_M,Liquidity_Bucket,Total_Oneway_Cost_Bps,Total_Roundtrip_Cost_Bps,Cost_Low_Urgency_Bps,Cost_Medium_Urgency_Bps,Cost_High_Urgency_Bps,Max_Participation_Rate_Pct,Days_To_Liquidate,TCost_Model_ID,Model_Name,As_Of_Date
SYN390,Synthetic Company 390,Communication Services,52.39,3.63,81.99,2.3,482.73,2,70.82,141.64,49.58,70.82,106.23,7.89,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN391,Synthetic Company 391,Industrials,49.73,4.4,90.02,3.57,1367.59,4,74.28,148.56,51.99,74.28,111.42,11.41,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN392,Synthetic Company 392,Industrials,54.43,4.47,92.47,1.11,277.51,1,77.92,155.83,54.54,77.92,116.88,7.71,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN393,Synthetic Company 393,Energy,50.14,3.83,80.11,4.82,2379.03,4,68.96,137.92,48.27,68.96,103.44,11.35,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN394,Synthetic Company 394,Industrials,47.34,4.35,73.85,1.74,322.96,2,64.94,129.88,45.46,64.94,97.41,10.94,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN395,Synthetic Company 395,Energy,54.21,3.79,83.12,1.56,85.32,1,72.46,144.91,50.72,72.46,108.68,6.63,0.7,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN396,Synthetic Company 396,Information Technology,51.28,3.72,74.06,4.01,238.88,1,66.39,132.78,46.47,66.39,99.58,8.72,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN397,Synthetic Company 397,Consumer Discretionary,46.74,3.47,95.87,0.2,16.33,1,74.78,149.56,52.35,74.78,112.17,12.42,2.0,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN398,Synthetic Company 398,Consumer Staples,49.17,4.01,80.68,0.33,133.44,1,68.94,137.87,48.26,68.94,103.4,8.1,0.4,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN399,Synthetic Company 399,Health Care,47.31,1.63,76.98,1.31,91.7,1,63.78,127.56,44.65,63.78,95.67,9.09,0.5,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN400,Synthetic Company 400,Materials,45.58,4.52,81.06,0.49,17.08,1,67.84,135.69,47.49,67.84,101.77,10.98,2.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
